trial,label,result,duration_s,cube_x,cube_y,cube_z,drop_x,drop_y,drop_z,start_x,start_y,start_z,dist_start_to_cube,dist_start_to_drop,phase_approach_s,phase_grip_s,phase_carry_s,phase_place_s
1,Transport 1,success,7.21,0.7377,-0.0816,1.1272,0.6549,-0.2632,1.1029,0.6145,0.1452,0.8836,0.3549,0.4653,4.551,0.457,1.627,0.582
2,Transport 2,success,15.42,0.674,-0.228,0.9577,0.654,-0.2116,1.2417,0.6718,-0.2355,1.1442,0.1867,0.1019,6.225,0.631,7.6,0.968
