trial,label,result,duration_s,cube_x,cube_y,cube_z,drop_x,drop_y,drop_z,start_x,start_y,start_z,dist_start_to_cube,dist_start_to_drop,phase_approach_s,phase_grip_s,phase_carry_s,phase_place_s
1,Transport 1,success,6.486,0.674,-0.1118,1.2506,0.6929,-0.1392,1.217,0.6002,0.0663,0.6928,0.5902,0.5707,4.968,0.869,0.017,0.645
2,Transport 2,success,4.06,0.6463,-0.1067,1.2914,0.6994,-0.0554,1.2169,0.6984,-0.0893,1.2231,0.0877,0.0344,1.412,0.638,1.2,0.809
