frame,shoulder_flex,shoulder_abduct,elbow_flex,wrist_flex,elbow_flex_original,elbow_flex_cleaned,elbow_flex_transformed,is_outlier,motion_phase,difference,rmse
234,63.83760959905112,100.74849924169744,111.00928180226283,136.51214598138412,111.00928180226283,111.00928180226283,90.0,False,movement,-21.009281802262834,25.830802591887156
235,63.818837143618815,100.45288079878468,110.81347425690558,136.4294703215477,110.81347425690558,110.81347425690558,90.0,False,movement,-20.81347425690558,25.830802591887156
236,63.89742679264113,100.2925909616896,110.99311645893071,136.31735019824796,110.99311645893071,110.99311645893071,90.0,False,movement,-20.993116458930714,25.830802591887156
237,64.0232201148091,100.12905412083462,111.23613586516171,136.3338173378308,111.23613586516171,111.23613586516171,90.0,False,movement,-21.236135865161714,25.830802591887156
238,64.52825372165917,99.5945222601866,112.20675327816784,137.7459681866141,112.20675327816784,112.20675327816784,90.0,False,movement,-22.206753278167838,25.830802591887156
239,64.5728857126685,98.8509005646891,112.04670215606636,138.1767988574522,112.04670215606636,112.04670215606636,90.0,False,movement,-22.04670215606636,25.830802591887156
240,64.57356727387065,98.46210165466472,111.87243347946183,138.09174694722722,111.87243347946183,111.87243347946183,90.0,False,movement,-21.872433479461833,25.830802591887156
241,64.53061452132916,98.52797420943511,111.88550163163367,137.8875697208013,111.88550163163367,111.88550163163367,90.0,False,movement,-21.885501631633673,25.830802591887156
242,64.43213293475867,98.56920627598342,111.97355512658628,137.8192923607869,111.97355512658628,111.97355512658628,90.0,False,movement,-21.973555126586277,25.830802591887156
243,64.2883497663472,98.90516052766898,112.31448776319203,136.95905601695816,112.31448776319203,112.31448776319203,90.0,False,movement,-22.314487763192034,25.830802591887156
244,64.2533081611122,99.29360176511668,112.86432980464092,137.59697096164004,112.86432980464092,112.86432980464092,90.0,False,movement,-22.864329804640917,25.830802591887156
245,64.1894972437021,99.48132738184,113.56338045972998,138.5243399588789,113.56338045972998,113.56338045972998,90.0,False,movement,-23.563380459729984,25.830802591887156
246,63.94339051104299,99.38394348562554,115.72942265371616,138.49016147986265,115.72942265371616,115.72942265371616,90.0,False,movement,-25.729422653716156,25.830802591887156
247,63.5142801003045,99.6289730840121,118.06493437977866,139.4339365412831,118.06493437977866,118.06493437977866,90.0,False,movement,-28.064934379778663,25.830802591887156
248,62.17724072858231,100.77810543880054,120.11217693878004,138.39316477899305,120.11217693878004,120.11217693878004,90.0,False,movement,-30.11217693878004,25.830802591887156
249,59.29587827896981,101.88245739074722,122.76717309451364,140.39465513406645,122.76717309451364,122.76717309451364,90.0,False,movement,-32.76717309451364,25.830802591887156
250,56.9559745561999,102.795721813309,126.2419245866593,140.4573979156879,126.2419245866593,126.2419245866593,101.69213619886077,False,movement,-24.54978838779853,25.830802591887156
251,55.67087265226181,103.59483184427364,132.40679940609044,145.55920251889967,132.40679940609044,132.40679940609044,141.3220871756242,False,movement,8.915287769533762,25.830802591887156
252,52.83459244736511,103.14987018920372,138.38057674829244,152.80211164816254,138.38057674829244,138.38057674829244,179.72359736872335,False,movement,41.343020620430906,25.830802591887156
253,50.169060878940655,102.73433874779587,142.4208415931823,156.5418450317933,142.4208415931823,142.4208415931823,180.0,False,movement,37.5791584068177,25.830802591887156
254,44.55593131675394,101.6686164571592,145.2502337069931,158.97761122371045,145.2502337069931,145.2502337069931,180.0,False,movement,34.7497662930069,25.830802591887156
255,28.70073352566515,98.92481375375723,147.07081234357298,156.72929887296766,147.07081234357298,147.07081234357298,180.0,False,movement,32.92918765642702,25.830802591887156
256,-7.988898943869355,96.78490022560852,150.1326199493985,148.26983761439624,150.1326199493985,150.1326199493985,180.0,False,movement,29.867380050601497,25.830802591887156
257,-19.63115158537464,94.91315201227457,150.85656555249977,147.10621469311812,150.85656555249977,150.85656555249977,180.0,False,movement,29.143434447500226,25.830802591887156
258,-18.994329620094657,93.18233203621531,151.00780799743114,146.85624954767988,151.00780799743114,151.00780799743114,180.0,False,movement,28.992192002568856,25.830802591887156
259,-14.36220084043364,92.2714970288047,153.05581055094612,147.0142100508406,153.05581055094612,153.05581055094612,180.0,False,movement,26.94418944905388,25.830802591887156
260,-8.172317616293522,91.51563009797252,154.99072861827426,148.03907718221794,154.99072861827426,154.99072861827426,180.0,False,movement,25.00927138172574,25.830802591887156
261,-3.7567178033092463,91.04574346368844,155.33390334278798,149.0868405610833,155.33390334278798,155.33390334278798,180.0,False,movement,24.666096657212023,25.830802591887156
262,-2.9372418985959707,90.61409529958654,155.61543144691504,149.0741846909484,155.61543144691504,155.61543144691504,180.0,False,movement,24.38456855308496,25.830802591887156
263,-2.27802178401094,89.2757762747591,155.75280494285593,149.11911571726907,155.75280494285593,155.75280494285593,180.0,False,movement,24.24719505714407,25.830802591887156
264,-1.693497303653642,86.91868395364502,154.61826579177333,148.619226995489,154.61826579177333,154.61826579177333,180.0,False,movement,25.381734208226675,25.830802591887156
265,-3.168585240057689,85.30909681113424,152.67914817709087,148.88599389003554,152.67914817709087,152.67914817709087,180.0,False,movement,27.320851822909134,25.830802591887156
266,-2.3066570069293677,84.77483234790199,152.19024220523323,149.49540952028093,152.19024220523323,152.19024220523323,180.0,False,movement,27.809757794766767,25.830802591887156
267,-2.8096569854007747,83.41125539006181,151.1275500809592,150.41822385951298,151.1275500809592,151.1275500809592,180.0,False,movement,28.872449919040804,25.830802591887156
268,-3.86677625088402,82.4715818276759,151.76109063024455,150.34907910405738,151.76109063024455,151.76109063024455,180.0,False,movement,28.238909369755447,25.830802591887156
269,-3.4079691213578127,81.61649047989006,151.86056913125637,150.6630887694619,151.86056913125637,151.86056913125637,180.0,False,movement,28.13943086874363,25.830802591887156
270,-7.182318714977808,81.1734928766176,151.691303503358,150.04312077690966,151.691303503358,151.691303503358,180.0,False,movement,28.308696496642,25.830802591887156
271,-7.533564831231896,81.00328771279572,151.6049434957698,151.1530740608153,151.6049434957698,151.6049434957698,180.0,False,movement,28.39505650423021,25.830802591887156
272,-7.2224171758161555,81.04352353127955,151.61193411394893,151.12266046820548,151.61193411394893,151.61193411394893,180.0,False,movement,28.388065886051066,25.830802591887156
273,-7.044605839686644,80.60086253750632,151.3098710114337,150.5497825397085,151.3098710114337,151.3098710114337,180.0,False,movement,28.6901289885663,25.830802591887156
274,-6.995541831403127,80.30414658718077,151.19997603864863,150.58348037483404,151.19997603864863,151.19997603864863,180.0,False,movement,28.80002396135137,25.830802591887156
275,-9.421642473615329,80.19651310978283,151.05561499979905,150.5589685955194,151.05561499979905,151.05561499979905,180.0,False,movement,28.944385000200953,25.830802591887156
276,-10.608473779982363,80.11571472712524,150.74489830979252,149.83418292231408,150.74489830979252,150.74489830979252,180.0,False,movement,29.255101690207482,25.830802591887156
277,-7.078859778661388,79.49224149764912,149.93219417423518,150.61751426344966,149.93219417423518,149.93219417423518,180.0,False,movement,30.06780582576482,25.830802591887156
278,-9.436072190389597,79.18447725675917,149.60010058342792,150.79298376149058,149.60010058342792,149.60010058342792,180.0,False,movement,30.399899416572083,25.830802591887156
279,-9.59018574685742,78.58895590794722,149.71552930848992,150.90501330848335,149.71552930848992,149.71552930848992,180.0,False,movement,30.28447069151008,25.830802591887156
280,-9.76319521012224,76.62642884511905,149.17688125361528,151.78931101326614,149.17688125361528,149.17688125361528,180.0,False,movement,30.823118746384722,25.830802591887156
281,-9.998142866689134,75.75656900524287,149.35306333873692,151.62397230953317,149.35306333873692,149.35306333873692,180.0,False,movement,30.646936661263084,25.830802591887156
282,-6.589995117786343,74.69086093365868,149.51263802435216,152.3589273440546,149.51263802435216,149.51263802435216,180.0,False,movement,30.487361975647843,25.830802591887156
283,-2.162572999810676,73.2742826218896,149.16651269927388,153.3521641620449,149.16651269927388,149.16651269927388,180.0,False,movement,30.83348730072612,25.830802591887156
284,1.7252990980449376,72.5717469419052,149.4435966909093,154.1642594158796,149.4435966909093,149.4435966909093,180.0,False,movement,30.55640330909071,25.830802591887156
285,3.855616453293975,72.34311539862009,150.43760947008548,153.99480110292947,150.43760947008548,150.43760947008548,180.0,False,movement,29.562390529914524,25.830802591887156
286,5.11530420950743,72.15473259924212,151.46423441846073,153.2474259881716,151.46423441846073,151.46423441846073,180.0,False,movement,28.535765581539266,25.830802591887156
287,4.504351951252239,72.2523543587865,152.2717934978078,152.55980902108206,152.2717934978078,152.2717934978078,180.0,False,movement,27.728206502192194,25.830802591887156
288,5.053963692264027,72.25208568898577,152.49025344128026,152.73431333327676,152.49025344128026,152.49025344128026,180.0,False,movement,27.50974655871974,25.830802591887156
289,5.319168975687747,72.2384622012122,151.89796677922476,153.08985860990194,151.89796677922476,151.89796677922476,180.0,False,movement,28.10203322077524,25.830802591887156
290,5.254830120545526,72.32318661177963,151.97532020313668,153.0158546893903,151.97532020313668,151.97532020313668,180.0,False,movement,28.024679796863325,25.830802591887156
291,5.268871043316949,72.3222498607769,151.7696151409661,153.05425030752093,151.7696151409661,151.7696151409661,180.0,False,movement,28.230384859033904,25.830802591887156
292,3.249102391024689,72.24250099185471,151.37574132765485,152.50671567882125,151.37574132765485,151.37574132765485,180.0,False,movement,28.62425867234515,25.830802591887156
293,3.087768897611096,72.31439487879757,151.26824347552028,152.51049390408178,151.26824347552028,151.26824347552028,180.0,False,movement,28.73175652447972,25.830802591887156
294,1.2615638711861945,72.2954335892992,150.8865892842462,152.27925863326203,150.8865892842462,150.8865892842462,180.0,False,movement,29.113410715753787,25.830802591887156
295,-0.8833017764397672,72.3016598189357,150.0652237309691,152.01651020373524,150.0652237309691,150.0652237309691,180.0,False,movement,29.93477626903089,25.830802591887156
296,-0.7734872996334803,72.48189637437233,150.42247506725954,151.97819523900807,150.42247506725954,150.42247506725954,180.0,False,movement,29.57752493274046,25.830802591887156
297,0.3101248772557373,72.61678972472565,150.66465871374302,152.40351264409338,150.66465871374302,150.66465871374302,180.0,False,movement,29.335341286256977,25.830802591887156
298,-0.5628379185988892,72.56595436998309,150.3098932524391,152.32021775878655,150.3098932524391,150.3098932524391,180.0,False,movement,29.69010674756089,25.830802591887156
299,-0.3643476268204559,72.58632085455187,150.46553831832142,152.3968108735327,150.46553831832142,150.46553831832142,180.0,False,movement,29.53446168167858,25.830802591887156
300,1.3452208331437954,72.53745824741027,150.76995765599918,152.15205516240684,150.76995765599918,150.76995765599918,180.0,False,movement,29.23004234400082,25.830802591887156
301,0.1606651247802566,72.46677066826594,150.56312890255546,152.18226049698129,150.56312890255546,150.56312890255546,180.0,False,movement,29.436871097444538,25.830802591887156
302,-1.8731259593893248,72.66752517691121,150.83733004290562,151.25059772476237,150.83733004290562,150.83733004290562,180.0,False,movement,29.16266995709438,25.830802591887156
303,-3.404392293424376,72.74560673691072,150.74278983395956,151.38292922981654,150.74278983395956,150.74278983395956,180.0,False,movement,29.257210166040437,25.830802591887156
304,-3.2430864585519434,72.79892781556345,150.55151091293288,151.48888574246294,150.55151091293288,150.55151091293288,180.0,False,movement,29.448489087067117,25.830802591887156
305,-0.8834360850862144,72.82608126139985,151.06713208230727,151.5244914318024,151.06713208230727,151.06713208230727,180.0,False,movement,28.932867917692732,25.830802591887156
306,-0.6979232604271013,72.83570881275425,150.90523115893188,151.66685578026065,150.90523115893188,150.90523115893188,180.0,False,movement,29.094768841068117,25.830802591887156
307,-0.6433161432162988,72.85947374791013,151.1259170787853,151.3503945740657,151.1259170787853,151.1259170787853,180.0,False,movement,28.874082921214693,25.830802591887156
308,0.0971394763259334,72.96721918719649,151.29480730958926,151.52638373576818,151.29480730958926,151.29480730958926,180.0,False,movement,28.70519269041074,25.830802591887156
309,-0.1045905689740998,72.98592087257892,151.16141708458403,151.9767978977452,151.16141708458403,151.16141708458403,180.0,False,movement,28.83858291541597,25.830802591887156
310,-2.3016717117566747,73.39502953964046,150.8786205303861,152.37389078976136,150.8786205303861,150.8786205303861,180.0,False,movement,29.121379469613913,25.830802591887156
311,-3.2816737793765727,73.93092439144482,150.68882148079476,152.75786479524066,150.68882148079476,150.68882148079476,180.0,False,movement,29.311178519205242,25.830802591887156
312,-4.183264698170471,74.43110570613031,150.17399839873127,153.19110183106426,150.17399839873127,150.17399839873127,180.0,False,movement,29.82600160126873,25.830802591887156
313,-7.107048439006798,75.251480840304,148.7984968949691,154.0026090624789,148.7984968949691,148.7984968949691,180.0,False,movement,31.201503105030895,25.830802591887156
314,0.1495531645857986,76.50544759242807,146.86150077986326,154.86646381943498,146.86150077986326,146.86150077986326,180.0,False,movement,33.13849922013674,25.830802591887156
315,5.734936982251022,77.77160416063799,147.58747654347147,155.16467822390064,147.58747654347147,147.58747654347147,180.0,False,movement,32.41252345652853,25.830802591887156
316,6.441841667326341,79.97688876102032,146.67972365141458,155.06390177858304,146.67972365141458,146.67972365141458,180.0,False,movement,33.32027634858542,25.830802591887156
317,13.989101103916672,81.67267423785496,144.61624061285764,156.8849888463589,144.61624061285764,144.61624061285764,180.0,False,movement,35.38375938714236,25.830802591887156
318,29.68040045774061,83.17470929888238,139.5948144881866,161.59963023733002,139.5948144881866,139.5948144881866,180.0,False,movement,40.405185511813386,25.830802591887156
319,42.16715273047866,85.15870708441696,137.70791066123772,162.79835725342193,137.70791066123772,137.70791066123772,175.3994667359833,False,movement,37.69155607474559,25.830802591887156
320,51.19276082869122,88.2319621701956,133.70614362475632,158.6283493715366,133.70614362475632,133.70614362475632,149.67472193235415,False,movement,15.968578307597824,25.830802591887156
321,51.34429130674983,90.87121655993036,127.83020991191027,153.62888215030475,127.83020991191027,127.83020991191027,111.90218448376933,False,movement,-15.928025428140941,25.830802591887156
322,52.72736672356988,92.6289253739716,124.74792429899594,153.77189113265672,124.74792429899594,124.74792429899594,92.08818479781148,False,movement,-32.65973950118446,25.830802591887156
323,54.25589388751169,94.4471602873529,120.47729941939072,149.14402137002048,120.47729941939072,120.47729941939072,90.0,False,movement,-30.477299419390718,25.830802591887156
324,54.73400789940964,96.02121208575736,114.19931935828006,144.28326702349102,114.19931935828006,114.19931935828006,90.0,False,movement,-24.199319358280064,25.830802591887156
325,54.67825873733638,98.0172855675331,110.7209203965718,140.11016475892492,110.7209203965718,110.7209203965718,90.0,False,movement,-20.7209203965718,25.830802591887156
326,55.81137977529198,99.78705374676164,109.20897559017384,138.4664248914917,109.20897559017384,109.20897559017384,90.0,False,movement,-19.208975590173836,25.830802591887156
327,55.58307431003988,100.42357800499484,107.0929209669054,139.22034254199474,107.0929209669054,107.0929209669054,90.0,False,movement,-17.092920966905396,25.830802591887156
328,56.98483381297701,100.86646547348234,106.21248547312076,138.8018355195849,106.21248547312076,106.21248547312076,90.0,False,movement,-16.212485473120765,25.830802591887156
329,57.64332707232019,101.2393187093876,105.41208094170268,140.26680227439732,105.41208094170268,105.41208094170268,90.0,False,movement,-15.412080941702683,25.830802591887156
330,58.87141207493848,101.94183327018924,105.7695379685969,140.9466064782318,105.7695379685969,105.7695379685969,90.0,False,movement,-15.769537968596893,25.830802591887156
331,59.0077549025477,101.79255128881016,105.32132343246607,139.2128105985081,105.32132343246607,105.32132343246607,90.0,False,movement,-15.321323432466073,25.830802591887156
332,59.270470122081385,101.75249374802516,104.55555983604576,138.58295945854866,104.55555983604576,104.55555983604576,90.0,False,movement,-14.55555983604576,25.830802591887156
333,59.5345636556957,101.5720498287342,104.6040483744714,138.51207355121872,104.6040483744714,104.6040483744714,90.0,False,movement,-14.604048374471404,25.830802591887156
334,60.16575699149136,101.6120471351908,105.09931588304256,138.1006653105318,105.09931588304256,105.09931588304256,90.0,False,movement,-15.099315883042564,25.830802591887156
335,60.38423889262753,101.67545391830642,104.90354282350768,138.2950563716758,104.90354282350768,104.90354282350768,90.0,False,movement,-14.903542823507678,25.830802591887156
336,60.27929615902652,101.9442947925302,104.93725016915758,138.0273236716756,104.93725016915758,104.93725016915758,90.0,False,movement,-14.93725016915758,25.830802591887156
337,60.37511510738407,101.79634858388232,104.80916636108472,137.52908857109168,104.80916636108472,104.80916636108472,90.0,False,movement,-14.80916636108472,25.830802591887156
338,60.334530207654254,101.70666679889612,104.65754400398214,136.37727230179803,104.65754400398214,104.65754400398214,90.0,False,movement,-14.657544003982139,25.830802591887156
339,60.12758294338957,101.53185730197252,104.39816578943604,135.87595565649656,104.39816578943604,104.39816578943604,90.0,False,movement,-14.398165789436035,25.830802591887156
340,60.251972699793725,101.4254789324374,104.40282785174657,135.19641628554274,104.40282785174657,104.40282785174657,90.0,False,movement,-14.402827851746565,25.830802591887156
341,60.42879698148404,101.3875001990732,104.618695789296,135.16163390414658,104.618695789296,104.618695789296,90.0,False,movement,-14.618695789295998,25.830802591887156
342,60.4563085962085,101.31691822724558,104.65364127532584,135.14382699054647,104.65364127532584,104.65364127532584,90.0,False,movement,-14.653641275325839,25.830802591887156
343,60.501015082302445,101.26806891072545,104.71203310473186,135.14514665567145,104.71203310473186,104.71203310473186,90.0,False,movement,-14.712033104731859,25.830802591887156
344,60.48283143054331,101.40080591212376,104.91493710104284,135.61772663716445,104.91493710104284,104.91493710104284,90.0,False,movement,-14.914937101042838,25.830802591887156
345,60.43135415424862,101.49046332791588,105.18042096973004,136.12738779273474,105.18042096973004,105.18042096973004,90.0,False,movement,-15.180420969730037,25.830802591887156
346,60.48385544202456,101.5313788665391,105.49886971028954,136.9154794536994,105.49886971028954,105.49886971028954,90.0,False,movement,-15.49886971028954,25.830802591887156
347,60.52011774904349,101.48650317071056,105.62413867292696,137.4900631959546,105.62413867292696,105.62413867292696,90.0,False,movement,-15.62413867292696,25.830802591887156
348,60.5042892040204,101.09839288429758,105.9941610237675,138.04582350692675,105.9941610237675,105.9941610237675,90.0,False,movement,-15.994161023767504,25.830802591887156
349,60.66035735939072,100.98855616708808,106.44002366752166,138.90099770622533,106.44002366752166,106.44002366752166,90.0,False,movement,-16.440023667521658,25.830802591887156
350,60.66407050740754,100.70228969028298,106.73418352217696,138.82825553277172,106.73418352217696,106.73418352217696,90.0,False,movement,-16.734183522176963,25.830802591887156
351,60.5644524386904,100.50045789025938,106.7937023108413,138.4017183015133,106.7937023108413,106.7937023108413,90.0,False,movement,-16.793702310841297,25.830802591887156
352,60.441692258388166,100.27489704916376,106.83732067709074,138.23816385097066,106.83732067709074,106.83732067709074,90.0,False,movement,-16.837320677090744,25.830802591887156
353,60.3273676208881,100.1455342351588,106.97198492825628,137.9494964111987,106.97198492825628,106.97198492825628,90.0,False,movement,-16.971984928256276,25.830802591887156
354,59.70051183084369,99.90146996650306,107.00200379436946,137.77620707461654,107.00200379436946,107.00200379436946,90.0,False,movement,-17.002003794369458,25.830802591887156
355,59.45414884915087,99.83058325180733,107.2980560967186,137.9091852983083,107.2980560967186,107.2980560967186,90.0,False,movement,-17.298056096718597,25.830802591887156
356,59.219992238612335,99.51020067376804,107.48537564843012,138.06220731653258,107.48537564843012,107.48537564843012,90.0,False,movement,-17.48537564843012,25.830802591887156
357,58.83652889031376,98.9653251196046,108.26478159281946,138.55711904343576,108.26478159281946,108.26478159281946,90.0,False,movement,-18.26478159281946,25.830802591887156
358,58.69455445053485,98.90309795625096,108.88328158219332,138.73428650733345,108.88328158219332,108.88328158219332,90.0,False,movement,-18.88328158219332,25.830802591887156
359,58.37642858532941,98.90923109316282,109.35384824886208,138.9329704085165,109.35384824886208,109.35384824886208,90.0,False,movement,-19.35384824886208,25.830802591887156
360,58.412415103969785,99.00265394321266,110.0210038195414,138.96574076390962,110.0210038195414,110.0210038195414,90.0,False,movement,-20.021003819541406,25.830802591887156
361,58.36889815082812,99.09248637028108,110.05251259820665,138.75121936213284,110.05251259820665,110.05251259820665,90.0,False,movement,-20.052512598206647,25.830802591887156
362,58.61138065670488,99.17375574671382,109.96645907616043,137.66770511234162,109.96645907616043,109.96645907616043,90.0,False,movement,-19.966459076160433,25.830802591887156
363,58.58415387227343,98.8987235369707,110.0613346164215,137.59843093254952,110.0613346164215,110.0613346164215,90.0,False,movement,-20.061334616421505,25.830802591887156
364,58.417111767283686,98.73667008479258,110.15046887543672,137.6231457109167,110.15046887543672,110.15046887543672,90.0,False,movement,-20.150468875436715,25.830802591887156
365,58.4123899124088,98.6268202278926,110.03540439363395,137.25368871868594,110.03540439363395,110.03540439363395,90.0,False,movement,-20.035404393633954,25.830802591887156
366,58.236360062057216,98.5049942931558,109.89475447171972,137.0141666863939,109.89475447171972,109.89475447171972,90.0,False,movement,-19.894754471719722,25.830802591887156
367,58.149425743855815,98.54215939423504,109.6766761175651,137.0251864301935,109.6766761175651,109.6766761175651,90.0,False,movement,-19.676676117565094,25.830802591887156
368,58.11318733103177,98.58681952553134,109.52653314133534,137.2127624971175,109.52653314133534,109.52653314133534,90.0,False,movement,-19.526533141335335,25.830802591887156
369,58.163934835294576,98.36241888186292,109.33373098912088,137.06074078228792,109.33373098912088,109.33373098912088,90.0,False,movement,-19.33373098912088,25.830802591887156
370,58.1364409688245,98.28821020280289,109.04435184299618,136.26404580630305,109.04435184299618,109.04435184299618,90.0,False,movement,-19.04435184299618,25.830802591887156
371,58.15816105015952,98.2352493075704,108.6796700144555,135.78037705562318,108.6796700144555,108.6796700144555,90.0,False,movement,-18.679670014455496,25.830802591887156
372,58.29105078701307,98.2861994497488,108.67841271240752,135.8868294893869,108.67841271240752,108.67841271240752,90.0,False,movement,-18.67841271240752,25.830802591887156
373,58.31745350197074,98.30467166674876,108.52870846493076,135.68137798062622,108.52870846493076,108.52870846493076,90.0,False,movement,-18.52870846493076,25.830802591887156
374,58.59629342358317,98.23893038393724,108.33217475330753,135.28299173449938,108.33217475330753,108.33217475330753,90.0,False,movement,-18.332174753307527,25.830802591887156
375,58.52977285763783,98.38935774302574,107.82815886380826,134.0255199108028,107.82815886380826,107.82815886380826,90.0,False,movement,-17.828158863808255,25.830802591887156
376,58.7533996288902,98.45475861141854,107.67914949367528,133.91741301916878,107.67914949367528,107.67914949367528,90.0,False,movement,-17.679149493675283,25.830802591887156
377,59.15881058602635,98.44187749086149,107.76516764986847,134.04743366016208,107.76516764986847,107.76516764986847,90.0,False,movement,-17.765167649868474,25.830802591887156
378,59.72196998914076,98.30755976773553,107.90422172304756,134.21826001279925,107.90422172304756,107.90422172304756,90.0,False,movement,-17.904221723047556,25.830802591887156
379,59.82233426336317,98.19481554621134,107.8481597064084,134.1517525054123,107.8481597064084,107.8481597064084,90.0,False,movement,-17.848159706408396,25.830802591887156
380,60.481192243323775,98.35009114447332,107.97509571927948,133.8979382660816,107.97509571927948,107.97509571927948,90.0,False,movement,-17.97509571927948,25.830802591887156
